engine_id,cylinder,n_cylinders,mV_0,mV_1,mV_2,mV_3,mV_4,mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20
train_0139,3,12,31.064,25.037,22.18,30.173,37.008,43.515,48.177,50.342,51.236,51.196,49.431,48.739,46.302,42.691,39.623,33.463,28,20.303,9.373,16.766,17.985
train_0139,4,12,30.858,22.972,25.987,33.152,39.881,45.641,48.719,49.831,50.552,50.797,49.4,48.76,46.196,41.996,,32.57,27.599,20.671,8.888,11.261,15.958
train_0139,5,12,27.953,23.428,22.216,30.062,36.593,42.629,46.687,48.756,50.06,50.487,49.332,48.403,45.231,40.857,36.813,30.691,25.378,16.736,7.455,15.604,15.982
train_0139,6,12,31.986,25.614,31.03,38.822,42.423,47.789,51.208,51.701,48.7,36.839,44.431,53.323,57.309,55.142,53.41,49.502,45.612,37.841,25.874,26.201,29.52
train_0139,7,12,34.451,28.702,22.81,31.304,39.088,46.499,51.763,54.245,55.707,56.272,54.177,52.639,49.852,45.549,42.038,36.795,32.039,25.861,13.911,12.691,19.665
train_0139,8,12,34.897,27.947,,35.44,41.927,47.596,51.7,54.074,55.522,56.04,54.395,53.736,51.324,47.263,43.403,36.324,30.483,23.103,10.897,14.697,19.187
train_0139,9,12,30.268,23.02,23.366,30.849,37.468,43.392,47.291,49.208,50.224,50.411,48.597,47.885,45.529,41.403,37.985,33.057,28.372,23.039,13.582,10.4,18.173
train_0139,10,12,33.359,24.614,28.793,36.269,43.16,48.357,51.486,53.813,55.164,55.009,53.677,53.26,50.613,46.234,42.65,36.525,30.978,23.006,11.181,16.538,19.206
train_0139,11,12,31.677,24.074,26.051,33.63,41.41,48.252,,54.457,55.902,55.292,52.865,51.283,48.164,43.986,39.726,32.918,27.269,18.981,8.862,18.417,18.926
train_0139,12,12,31.999,24.658,22.383,26.247,31.97,,44.663,46.357,47.147,46.335,43.689,42.387,39.584,35.195,33.891,30.706,26.953,22.072,11.955,12.235,14.983
train_0140,1,8,31.653,30.22,23.63,34.11,38.667,41.971,44.748,47.925,50.279,51.88,52.178,49.887,46.226,42.233,39.5,36.214,30.531,25.267,15.517,15.136,23.796
train_0140,2,8,30.43,30.966,21.548,30.647,36.557,41.382,44.933,48.006,50.184,51.207,51.415,49.472,46.301,42.526,39.312,35.592,29.905,25.608,12.07,19.354,23.725
train_0140,3,8,35.356,32.83,27.581,37.76,42.299,46.407,50.382,54.744,57.487,58.192,57.737,55.733,52.693,48.158,43.866,39.673,33.999,28.966,22.305,17.358,27.136
train_0140,4,8,31.551,28.112,19.756,25.771,28.824,34.714,39.359,42.515,43.565,43.198,42.181,39.398,35.233,30.984,29.825,28.41,23.207,20.134,5.832,15.895,18.881
train_0140,5,8,30.224,30.993,21.402,31.438,37.173,41.545,44.993,48.356,50.355,,50.517,48.686,45.751,42.358,39.375,35.424,28.756,23.551,7.348,19.296,23.204
train_0140,6,8,29.029,22.934,,31.15,36.782,41.214,44.631,47.883,49.43,50.027,49.582,47.802,44.469,40.673,38.016,34.815,28.779,23.504,10.977,15.582,21.848
train_0140,7,8,35.992,32.56,24.84,35.384,40.149,44.467,48.568,52.559,54.72,55.415,54.647,52.363,49.052,45.105,41.694,37.552,30.553,25.074,9.005,,25.073
train_0140,8,8,35.693,32.889,25.198,35.467,40.522,44.873,48.732,52.787,55.421,56.506,56.006,53.746,50.676,46.814,43.522,39.722,33.283,27.691,16.48,19.882,28.346
train_0141,1,12,38.676,36.141,28.912,26.792,35.473,,53.633,59.608,62.668,63.438,62.189,54.49,45.229,37.725,33.153,30.551,29.844,32.443,37.631,40.173,
train_0141,2,12,30.429,25.733,27.15,29.32,39.493,48.38,54.337,56.286,51.296,39.56,52.439,56.907,54.329,49.506,46.824,45.456,45.14,46.81,49.598,46.394,44.939
train_0141,3,12,38.628,34.51,27.66,28.417,38.461,48.512,55.792,60.867,63.013,63.182,61.411,54.553,46.231,39.117,34.341,31.683,32.27,35.952,,42.673,42.403
train_0141,4,12,39.868,36.913,29.441,28.214,37.775,47.553,54.959,60.678,63.315,63.622,61.403,53.53,44.678,37.821,33.324,30.703,,36.043,41.376,41.497,41.408
train_0141,5,12,35.171,30.179,24.067,26.07,35.299,43.971,50.612,55.933,58.818,59.96,59.214,52.526,44.082,36.701,,28.015,28.256,31.535,35.441,37.078,36.477
train_0141,6,12,41.685,38.08,31.565,31.437,40.602,50.067,57.602,63.531,66.568,67.039,65.893,58.946,49.994,41.922,36.323,32.874,32.095,35.258,40.72,43.784,43.253
train_0141,7,12,29.516,24.761,27.446,29.625,39.055,47.56,54.12,57.394,53.488,41.719,53.546,57.652,,49.578,46.341,44.884,44.713,46.089,48.615,46.025,44.899
train_0141,8,12,39.283,,30.899,26.703,34.989,45.619,53.633,59.197,62.073,62.885,62.843,56.206,47.711,40.2,34.108,30.047,29.894,33.672,39.119,41.032,41.104
train_0141,9,12,37.248,32.347,25.093,26.191,36.179,46.037,53.47,58.89,61.544,62.549,62.034,55.422,47.045,39.243,33.301,,29.073,32.11,36.765,39.238,37.139
train_0141,10,12,33.266,28.95,23.943,26.481,34.398,41.635,47.938,53.673,56.577,56.788,55.055,48.749,41.359,35.163,31.114,28.659,27.868,29.69,33.192,35.682,35.021
train_0141,11,12,37.827,35.154,28.215,26.31,34.898,45.103,53.792,59.652,62.067,62.978,63.205,56.395,46.916,38.454,32.539,29.782,30.757,34.422,38.412,40.343,40.665
train_0141,12,12,38.301,37.483,29.422,25.277,33.467,43.568,51.339,57.236,60.541,60.981,60.309,53.884,45.438,37.743,32.306,29.15,29.163,32.362,37.128,39.001,39.369
train_0142,1,8,39.318,,30.656,26.754,36.582,45.558,53.443,57.834,60.219,61.275,59.145,57.724,54.372,49.325,45.623,38.937,32.33,19.682,13.743,21.911,21.89
train_0142,2,8,45.695,42.03,30.689,35.139,45.188,54.892,62.863,67.41,70.36,71.503,,66.878,63.57,58.226,53.543,44.959,37.195,24.962,14.926,26.816,27.309
train_0142,3,8,44.969,39.279,29.089,,47.655,57.141,63.771,66.667,68.356,68.803,66.314,65.177,61.737,56.692,51.721,43.908,36.532,,16.382,26.409,26.265
train_0142,4,8,39.081,,28.069,29.487,38.482,46.757,53.844,57.908,,61.239,59.606,58.978,56.784,51.881,47.687,40.385,33.914,24.241,10.922,22.331,23.194
train_0142,5,8,46.254,58.551,58.874,59.751,,43.969,37.101,34.151,32.879,31.135,28.591,26.697,24.871,22.514,21.118,18.67,16.893,13.534,10.06,13.736,13.912
train_0142,6,8,41.187,40.423,33.011,26.896,37.914,48.101,56.699,,,66.794,65.59,63.964,60.227,,48.93,40.351,32.449,19.615,11.01,21.551,21.314
train_0142,7,8,39.317,35.205,24.891,32.241,41.612,50.793,57.763,61.476,63.613,63.302,60.229,,55.878,50.211,44.901,38.304,31.132,16.864,14.285,21.827,21.561
train_0142,8,8,37.601,,11.279,4.89,24.261,37.43,45.236,46.262,45.226,42.948,39.828,36.957,33.068,27.717,29.018,27.305,24.145,18.948,15.314,,13.214
train_0143,1,8,36.832,36.486,31.666,24.441,39.975,46.113,49.755,52.25,54.474,57.107,57.857,57.24,54.832,50.807,43.888,33.131,28.406,31.96,37.09,37.166,35.957
train_0143,2,8,31.6,31.61,27.532,21.101,34.964,40.327,43.917,46.638,49.103,51.705,52.692,52.767,50.668,46.537,40.145,30.473,,,33.49,34.36,34.344
train_0143,3,8,33.087,33.189,,13.954,21.577,30.84,35.924,36.252,36.769,36.544,34.541,32.34,27.76,23.328,,17.377,19.662,,37.758,31.941,24.31
train_0143,4,8,33.796,33.478,26.893,26.517,41.142,46.249,49.755,52.666,55.673,57.982,58.229,57.452,54.035,48.469,39.225,27.919,28.874,33.481,37.242,37.169,36.373
train_0143,5,8,34.565,34.118,29.868,24.572,39.265,45.316,49.246,51.656,53.601,55.706,56.028,55.043,51.586,46.545,39.353,29.683,28.827,32.358,36.425,36.127,34.877
train_0143,6,8,37.86,36.838,32.823,26.167,41.293,46.765,50.162,53.912,57.545,60.016,59.55,58.412,56.684,53.104,46.747,36.408,29.836,32.029,37.092,38.894,39.182
train_0143,7,8,31.242,31.809,29.065,20.908,33.649,39.472,43.675,47.198,50.173,52.635,53.21,52.654,49.277,43.999,36.486,26.827,26.86,30.419,33.679,33.397,32.68
train_0143,8,8,31.62,,26.482,19.423,34.889,41.567,,,51.618,53.864,54.142,53.34,49.918,44.718,36.805,26.326,26.385,30.669,34.709,34.654,34.036
train_0144,1,12,43.949,41.225,31.504,36.373,45.845,55.054,62.387,66.298,68.926,70.477,68.572,67.141,,58.178,53.996,46.364,39.766,29.78,,27.546,26.896
train_0144,2,12,44.818,41.009,30.14,34.769,44.513,54.361,61.192,64.156,66.622,68.631,67.627,67.156,,56.567,51.346,,36.746,24.144,15.577,25.846,25.289
train_0144,3,12,41.573,39.047,29.349,32.104,40.695,49.207,56.954,61.697,64.823,66.751,65.271,63.647,59.679,53.874,50.027,43.002,36.218,25.51,11.03,21.949,22.573
train_0144,4,12,42.303,39.508,29.936,34.738,43.15,51.567,58.345,61.638,63.634,65.331,64.528,63.796,60.985,55.227,50.714,44.479,38.655,30.862,16.823,21.38,25.777
train_0144,5,12,46.433,39.164,29.358,,47.487,56.262,,66.362,69.013,70.436,68.127,66.949,63.664,58.143,53.206,44.737,38.214,28.638,13.664,24.497,26.004
train_0144,6,12,39.511,35.212,29.539,18.379,25.665,29.475,37.059,39.653,38.08,35.938,33.521,30.404,27.388,24.644,23.546,18.979,14.249,4.969,1,1.707,1
train_0144,7,12,38.78,35.47,25.976,29.149,38.703,47.491,54.217,57.414,59.494,60.781,58.733,57.225,53.711,48.521,44.685,37.581,31.114,20.867,12.029,21.62,21.143
train_0144,8,12,41.017,36.928,26.807,33.213,41.447,49.699,55.89,59.082,61.666,63.586,62.009,60.745,57.335,52.084,47.766,40.108,33.207,23.072,11.16,21.505,21.585
train_0144,9,12,38.637,34.625,25.468,30.542,39.611,48.056,54.195,56.966,58.863,60.024,58.199,56.789,54.642,50.364,46.682,40.4,34.115,25.998,12.182,16.872,21.833
train_0144,10,12,39.963,34.713,25.109,33.925,,51.843,58.914,62.245,,65.887,64.11,62.894,59.184,53.715,49.09,41.01,34.334,24.318,11.625,22.557,22.182
train_0144,11,12,48.08,47.034,40.999,23.134,44.134,51.995,,60.691,59.199,47.607,55.559,65.586,68.041,64.652,61.639,55.674,49.779,39.249,25.508,33.649,31.475
train_0144,12,12,36.755,,,30.342,39.627,48.097,54.706,58.09,60.496,61.869,59.859,58.753,55.75,50.624,45.882,,30.895,20.046,10.827,20.885,21.024
train_0145,1,12,34.065,27.742,27.035,36.306,45.883,53.126,58.699,61.643,62.741,61.172,53.809,45.066,38.055,33.538,31.004,31.903,35.644,40.907,,,40.915
train_0145,2,12,33.974,26.849,,31.766,47.239,54.678,60.048,60.988,55.831,46.927,51.085,,44.125,40.125,38.811,40.807,44.471,47.46,46.705,44.466,44.674
train_0145,3,12,36.556,29.897,28.226,36.558,45.968,53.98,60.447,63.33,63.254,61.604,54.889,47.093,40.239,34.803,31.352,,35.401,,42.48,42.117,42.69
train_0145,4,12,39.264,33.517,29.749,38.835,49.869,58.351,64.957,68.725,69.053,67.63,60.266,51.06,42.773,36.693,33.001,,38.548,44.92,45.738,44.078,43.424
train_0145,5,12,37.36,31.476,25.939,33.026,43.506,52.163,58.728,62.403,62.901,62.259,55.916,47.781,40.4,34.566,30.707,30.697,34.712,40.181,40.631,39.046,38.707
train_0145,6,12,30.623,24.014,23.319,32.561,41.708,48.497,54.247,57.956,59.05,58.312,51.669,42.962,35.148,30.015,27.377,27.579,31.068,35.581,37.4,36.696,36.994
train_0145,7,12,36.357,30.814,27.248,35.5,,53.717,,63.077,63.457,61.158,,,38.367,33.974,31.624,33.001,37.054,41.537,40.827,40.827,41.672
train_0145,8,12,32.2,26.282,21.992,30.631,41.193,48.647,53.635,56.138,56.833,56.221,49.618,41.048,34.145,29.806,,27.635,31.369,36.423,37.203,37.587,36.866
train_0145,9,12,37.079,29.325,27.598,37.588,48.551,56.771,62.694,65.775,66.349,64.846,57.901,49.137,40.991,35.247,31.806,32.087,36.02,41.204,41.569,40.614,
train_0145,10,12,40.781,32.165,27.803,36.573,47.808,,62.535,66.248,68.222,68.57,61.337,,43.945,38.511,34.893,33.879,36.796,41.487,44.929,,43.634
train_0145,11,12,,31.885,,33.265,41.972,47.432,44.778,48.999,46.698,42.252,37.746,30.308,24.622,18.196,14.558,20.694,28.338,31.905,,30.169,28.288
train_0145,12,12,37.705,32.706,27.275,34.17,44.31,51.958,57.786,61.798,62.925,62.718,56.74,48.924,41.716,36.031,32.013,31.257,34.326,39.38,40.676,40.054,39.893
train_0146,1,16,38.886,32.824,25.285,29.25,41.682,52.38,59.524,64.419,66.371,66.759,,53.034,44.107,37.596,32.887,30.31,32.599,37.333,42.044,41.074,41.013
train_0146,2,16,,27.677,22.196,28.634,38.791,47.195,54.042,58.869,,59.77,53.19,44.477,36.768,31.375,27.991,27.469,30.771,35.99,37.438,36.386,36.145
train_0146,3,16,38.501,31.787,26.129,,41.702,49.822,55.636,60.12,,62.636,58.693,50.953,43,37.014,32.98,30.565,31.48,34.562,39.041,38.841,38.864
train_0146,4,16,37.173,30.139,25.945,33.491,43.817,52.333,58.904,63.419,64.963,,59.515,50.893,42.355,35.997,31.759,29.509,31.545,35.968,40.222,39.497,39.992
train_0146,5,16,40.547,31.97,26.567,34.947,45.981,54.31,61.088,65.896,67.576,67.515,60.007,49.987,41.448,35.788,,31.836,34.477,39.022,,40.454,41.399
train_0146,6,16,35.571,30.139,24.373,29.061,38.893,47.49,54.216,,60.292,60.177,56.082,48.467,40.43,,31.099,29.124,30.597,34.5,39.348,39.018,38.983
train_0146,7,16,41.842,36.961,32.552,26.267,19.922,23.1,29.837,32.784,29.255,25.867,20.409,8.532,,,1.257,1,1,7.405,14.094,10.259,6.512
train_0146,8,16,38.034,31.813,26.39,31.39,40.939,48.914,54.871,59.636,61.735,61.681,56.447,47.901,39.947,34.709,31.211,29.505,32,35.832,38.752,37.768,39.141
train_0146,9,16,36.135,29.055,25.189,33.198,43.506,51.927,58.57,62.866,64.172,64.328,58.313,49.352,40.428,33.813,29.974,29.18,32.273,36.709,39.552,39.221,40.292
train_0146,10,16,34.835,29.749,22.884,25.603,35.797,45.303,52.065,56.341,57.758,58.274,54.273,46.969,39.233,32.588,27.694,25.491,27.929,32.43,,35.122,
train_0146,11,16,40.886,35.996,28.547,30.321,40.87,51.184,58.845,64.137,,67.257,63.848,55.795,46.802,39.489,34.365,31.671,33.631,37.998,42.363,41.931,43.104
train_0146,12,16,36.433,29.56,23.736,29.048,37.988,46.084,53.117,57.559,58.493,58.765,,44.719,36.785,31.843,29.082,28.512,31.286,35.569,36.995,36.248,36.726
train_0146,13,16,40.578,,28.3,28.565,38.121,47.532,55.21,61.406,63.808,63.805,60.192,52.437,43.94,37.001,32.343,30.232,32.534,,41.396,40.694,41.051
train_0146,14,16,29.946,21.942,25.706,31.854,43.191,50.902,56.707,59.477,56.437,,53.971,52.432,46.899,41.443,38.751,38.903,41.43,44.069,46.885,45.087,45.982
train_0146,15,16,37.093,29.712,24.237,31.125,42.253,51.827,58.983,63.356,64.044,63.651,58.428,50.147,41.675,35.297,30.996,28.586,30.546,35.386,40.695,40.458,40.601
train_0146,16,16,38.04,31.617,26.324,32.322,42.366,51.012,57.946,62.673,63.76,64.07,,52.586,44.5,38.13,33.741,31.466,33.05,36.716,41.378,41.206,41.549
train_0147,1,8,40.055,37.466,30.618,29.724,38.68,48.561,56.638,61.906,63.421,63.603,61.931,54.903,45.562,37.946,33.448,30.996,32.403,36.186,40.123,38.696,37.599
train_0147,2,8,38.876,34.764,27.535,27.484,36.472,45.308,51.922,56.858,59.213,59.918,58.063,50.73,42.036,35.005,30.222,27.48,28.217,31.819,37.062,37.941,
train_0147,3,8,43.685,40.444,32.851,33.144,43.689,54.05,61.874,67.677,70.027,69.691,65.084,55.793,46.852,40.088,35.238,32.703,34.845,39.228,43.503,41.959,41.439
train_0147,4,8,41.979,43.056,32.533,26.993,35.755,42.971,45.899,51.401,50.492,46.586,47.084,41.108,33.733,,18.232,19.242,24.194,27.838,32.685,31.755,28.348
train_0147,5,8,42.766,40.418,32.343,29.291,38.222,48.144,55.191,60.396,63.069,63.228,62.451,56.103,47.789,40.324,35.07,31.705,30.928,33.727,38.089,39.24,37.94
train_0147,6,8,39.179,31.793,25.067,29.539,,48.657,55.524,60.764,62.688,62.5,58.585,50.299,41.318,34.158,29.348,26.719,,31.754,37.25,38.016,37.005
train_0147,7,8,36.62,32.912,25.185,24.679,34.319,44.144,51.512,56.574,58.549,58.877,55.99,47.85,39.199,32.882,28.918,26.967,28.906,32.843,36.77,35.309,34.451
train_0147,8,8,42.006,39.38,30.733,26.982,35.786,,54.411,60.324,63.298,63.208,61.694,54.391,45.631,38.168,32.841,29.775,29.994,33.467,38.097,39.368,38.791
train_0148,1,12,25.664,29.034,29.324,29.404,27.723,26.83,26.348,26.082,25.82,25.232,23.321,20.605,18.174,17.423,20.82,32.825,48.469,44.975,24.262,17.531,
train_0148,2,12,43.241,31.951,41.191,48.873,,59.043,63.823,67.396,68.942,70.007,68.228,64.782,59.721,55.248,51.084,44.649,36.81,31.807,19.103,34.026,36.036
train_0148,3,12,44.083,40.743,31.442,44.878,51.843,57.089,61.859,66.945,69.406,70.024,68.407,65.235,61.051,56.443,51.667,45.604,37.695,32.852,14.299,30.695,33.266
train_0148,4,12,40.838,36.005,26.015,31.553,,50.209,55.412,59.121,59.658,58.569,56.74,53.554,48.812,44.272,42.485,39.837,33.704,28.879,15.813,27.092,26.902
train_0148,5,12,44.604,,29.482,43.713,51.716,57.031,61.287,66.239,69.48,71.519,70.562,66.806,62.16,57.157,53.106,48.283,40.099,33.68,15.776,32.49,35.434
train_0148,6,12,39.01,36.918,29.662,41.172,46.857,,56.661,61.678,64.429,65.091,,61.271,57.886,54.051,50.354,45.026,36.845,,12.133,26.803,32.087
train_0148,7,12,46.332,43.264,33.571,47.423,53.842,59.104,63.96,68.335,70.593,72.355,72.543,70.065,65.426,60.319,56.326,51.481,,37.425,15.542,31.1,35.586
train_0148,8,12,43.313,42.632,30.279,41.531,47.416,52.438,56.815,61.608,64.634,,63.949,60.819,57.332,53.704,49.957,44.528,37.076,31.41,17.913,31.784,34.238
train_0148,9,12,46.735,43.987,35.737,48.907,55.355,60.234,64.247,68.546,,72.4,,69.364,65.128,60.444,56.551,51.692,43.765,37.846,16.56,32.638,37.025
train_0148,10,12,39.598,39.896,29.428,41.451,46.958,51.539,55.728,60.202,,63.941,62.816,60.438,57,53.138,48.499,,34.376,26.152,,,32.339
train_0148,11,12,40.012,31.591,34.615,43.88,49.002,53.231,57.217,61.112,62.663,63.308,61.998,59.28,54.971,51.079,48.035,43.358,35.703,,,28.47,31.848
train_0148,12,12,40.932,36.474,31.437,41.831,,51.715,56.589,61.751,64.519,65.482,64.293,60.855,56.21,51.933,48.599,44.343,37.225,32.001,13.706,26.968,32.812
train_0149,1,12,37.718,,25.978,41.079,46.297,49.847,52.907,55.808,57.962,,55.557,51.702,46.814,39.333,29.027,29.051,32.325,35.608,35.898,35.309,34.899
train_0149,2,12,34.368,,23.701,32.109,42.723,,50.472,52.797,55.217,55.695,54.357,51.268,46.492,40.019,30.559,26.112,28.887,33.697,34.566,34.023,33.54
train_0149,3,12,37.68,36.045,27.627,36.545,40.272,42.633,36.97,39.577,40.017,36.87,36.731,35.953,33.895,26.469,13.64,15.404,22.694,26.698,26.672,23.006,21.089
train_0149,4,12,36.324,35.016,25.831,30.383,42.23,47.42,51.573,54.502,56.8,57.044,55.686,52.667,47.694,40.992,31.104,26.516,29.959,34.821,34.998,34.356,34.368
train_0149,5,12,32.722,31.716,24.161,26.999,,43.538,47.2,50.047,52.203,52.929,52.681,49.946,44.833,37.576,,24.018,28.165,33.158,32.715,30.498,28.841
train_0149,6,12,32.954,31.209,22.297,34.869,42.871,46.416,49.282,51.818,53.806,53.766,52.852,,43.892,35.512,24.75,25.197,29.336,32.69,32.701,31.567,30.521
train_0149,7,12,36.525,,24.32,31.701,42.594,46.766,49.809,52.436,54.863,55.458,55.104,52.074,46.29,38.454,27.991,25.96,29.542,33.68,33.56,33.192,33.584
train_0149,8,12,37.29,35.709,26.338,35.23,45.049,49.336,52.432,54.888,57.535,58.367,57.226,54.295,50.069,,34.24,28.918,31.79,36.387,36.182,34.565,33.423
train_0149,9,12,36.637,34.917,26.485,29.795,42.31,47.062,49.561,51.093,,54.73,54.394,51.193,46.007,39.13,28.992,26.469,29.831,34.341,34.763,33.948,33.455
train_0149,10,12,38.56,38.192,23.886,26.554,24.91,24.913,29.205,31.228,29.787,26.723,24.889,18.904,14.335,9.171,1.647,2.428,7.768,12.321,12.63,8.955,6.34
train_0149,11,12,33.499,31.486,23.011,30.048,41.249,45.053,47.817,50.156,,52.334,51.356,49.119,45.565,40.027,30.664,25.514,28.909,33.645,33.744,32.412,31.323
train_0149,12,12,33.425,30.998,22.301,26.472,39.607,44.527,48.326,51.217,53.506,53.924,52.964,49.838,44.728,37.721,27.542,24.771,28.153,32.441,32.132,30.448,29.492
train_0150,1,12,33.352,25.012,29.109,36.816,44.341,50.869,,57.884,59.589,58.62,56.434,53.995,49.907,45.773,40.553,34.246,28.368,17.921,12.801,20.523,19.7
train_0150,2,12,40.565,34.2,31.202,39.585,47.187,54.344,59.357,61.969,63.164,,61.252,60.531,57.696,53.205,49.647,42.918,36.741,27.294,13.706,,24.308
train_0150,3,12,36.398,,29.392,37.196,44.801,51.811,,58.402,59.704,59.824,58.821,57.749,,48.145,43.391,37.257,,21.865,13.293,23.495,23.702
train_0150,4,12,37.337,28.342,31.903,40.817,48.975,56.089,60.57,63.036,64.21,63.859,62.705,61.669,57.773,52.867,48.197,41.353,34.592,23.212,12.663,23.816,25.077
train_0150,5,12,42.347,33.693,33.599,42.687,51.183,58.388,,64.776,66.125,65.733,64.169,62.811,58.563,53.59,48.796,41.723,34.438,22.743,15.337,25.222,24.873
train_0150,6,12,34.057,27.127,31.145,38.768,46.204,52.867,56.691,58.777,,58.719,,55.273,50.926,,41.244,35.983,30.251,18.579,16.056,23.28,
train_0150,7,12,41.184,31.785,33.946,42.695,50.506,58.195,,67.089,69.381,69.949,67.011,65.146,61.904,56.833,52.32,44.616,38.334,29.712,15.136,19.359,24.976
train_0150,8,12,36.736,27.692,30.222,,46.634,53.39,57.304,59.26,60.507,60.861,59.968,58.78,54.753,49.912,45.414,38.222,32.4,23.762,,23.342,22.912
train_0150,9,12,38.093,29.939,31.55,39.374,46.664,52.792,56.576,59.103,60.898,60.938,58.748,57.523,54.361,49.577,45.751,39.438,34.274,26.587,13.965,,
train_0150,10,12,40.568,34.79,28.463,,44.308,51.658,57.332,60.707,62.83,63.427,61.205,59.874,56.479,51.564,47.712,41.452,35.926,26.855,15.308,24.904,24.866
train_0150,11,12,39.861,32.427,,,49.535,57.875,,65.186,66.949,66.943,64.585,62.435,58.217,53.474,48.438,40.777,32.816,20.174,,23.002,23.15
train_0150,12,12,41.774,31.576,36.565,45.979,54.813,61.124,64.197,66.808,69.292,69.414,68.031,65.93,61.331,56.662,51.82,44.701,37.237,25.265,16.954,,28.331
train_0151,1,12,42.556,34.797,29.105,35.966,46.39,54.935,61.756,67.136,69.228,69.748,66.099,57.867,48.559,40.911,35.605,32.511,33.373,37.612,43.693,45.164,44.217
train_0151,2,12,34.275,27.166,23.45,31.92,42.915,51.76,58.485,63.369,64.926,64.847,59.808,51.184,42.422,35.533,30.447,27.095,28.088,32.593,38.61,39.758,39.155
train_0151,3,12,36.887,29.544,27.485,36.609,46.984,55.02,61.639,66.258,67.592,,61.629,52.231,43.086,36.48,32.194,,32.825,37.739,42.949,42.257,41.129
train_0151,4,12,,,25.46,,44.423,54.378,62.156,67.821,70.165,70.711,65.802,56.058,45.847,38.101,32.932,30.033,31.437,35.73,41.432,42.468,42.639
train_0151,5,12,38.747,30.866,29.287,39.198,49.761,57.611,64.121,68.551,69.69,69.6,63.588,54.711,45.711,38.722,33.8,31.147,33.421,38.424,44.433,45.214,44.778
train_0151,6,12,41.365,33.862,27.082,32.734,43.391,52.525,59.926,65.813,68.206,68.889,65.133,56.802,47.813,40.039,34.193,31.398,33.655,38.368,43.415,43.15,42.46
train_0151,7,12,33.512,26.802,,33.182,44.065,52.044,57.805,61.947,,63.267,,49.394,40.954,35.026,31.029,28.459,29.315,32.652,37.902,38.994,38.966
train_0151,8,12,41.145,33.798,30.278,40.431,52.151,60.698,67.488,72.167,73.169,73.288,67.596,58.219,48.409,41.048,36.123,33.632,36.203,41.333,47.064,47.185,48.043
train_0151,9,12,41.997,34.002,26.592,32.519,,55.123,63.097,68.664,70.415,71.009,68.883,60.856,,41.814,35.726,32.229,32.709,37.172,43.571,45.68,44.705
train_0151,10,12,34.069,28.929,24.024,29.663,39.406,48.059,54.785,59.281,60.575,60.547,56.945,49.503,41.549,35.008,30.527,28.092,28.815,32.052,37.073,38.207,38.016
train_0151,11,12,36.975,29.748,24.445,32.164,43.097,52.641,60.263,64.98,66.117,66.474,61.75,52.985,42.844,,30.941,29.486,32.22,37.263,42.437,41.187,40.113
train_0151,12,12,43.019,35.202,30.356,38.654,50.24,59.778,67.756,73.915,75.857,75.906,72.106,63.346,53.58,44.99,38.621,35.318,36.15,40.427,45.861,48.61,47.157
train_0152,1,8,27.98,21.925,21.652,29.875,38.858,45.566,50.15,52.856,53.628,53.801,49.715,43.206,36.416,30.776,26.52,23.851,24.189,26.864,30.572,31.29,29.883
train_0152,2,8,24.236,27.854,35.556,44.634,46.671,42.369,37.782,35.51,34.74,34.374,31.855,28.08,24.426,23.987,27.118,,,35.95,31.802,,22.165
train_0152,3,8,34.123,29.394,24.447,30.264,40.041,47.919,53.106,56.807,58.455,59.02,55.964,48.568,40.34,33.702,29.029,26.156,26.827,30.748,35.751,36.651,35.358
train_0152,4,8,32.852,28.094,22.759,26.623,35.006,42.953,,53.103,54.964,55.122,52.047,45.748,39.087,33.246,29.044,26.816,27.356,29.98,33.565,34.619,34.876
train_0152,5,8,32.146,26.758,24.932,32.191,40.459,,51.527,54.143,54.335,53.881,49.145,42.342,35.91,31.258,28.346,26.754,27.949,30.979,34.595,34.048,33.139
train_0152,6,8,30.442,23.22,17.526,24.703,39.652,46.816,52.477,55.134,51.803,41.079,47.181,48.433,44.611,39.598,36.771,35.845,36.66,38.195,,40.849,39.374
train_0152,7,8,28.242,22.73,21.077,28.386,36.641,42.908,47.889,51.477,52.556,52.546,48.883,,35.703,30.247,26.217,23.547,23.289,25.32,28.8,30.362,29.797
train_0152,8,8,28.75,23.306,23.139,30.863,38.996,45.414,50.715,54.099,54.592,54.038,49.353,42.717,35.961,,25.806,24.09,25.844,29.013,32.8,33.621,33.484
train_0153,1,8,31.548,23.567,24.576,38.13,43.465,47.463,50.484,53.03,55.201,55.429,54.634,52.028,47.697,41.637,32.678,25.415,27.646,31.78,34.422,34.205,33.306
train_0153,2,8,34.584,26.04,27.777,41.565,46.838,50.512,53.13,55.523,57.357,57.259,56.431,53.448,49.103,42.401,32.326,28.659,31.728,36.316,36.735,35.823,34.844
train_0153,3,8,35.208,,21.752,27.553,30.801,37.615,40.758,41.998,42.818,41.145,40.876,37.231,32.267,26.124,20.577,18.654,23.225,29.9,33.811,29.195,23.363
train_0153,4,8,35.747,32.98,25.813,40.245,46.144,49.385,52.29,55.202,58.018,58.976,58.182,55.226,50.413,44.296,35.225,27.858,30.151,34.458,36.698,,35.317
